,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
5,5426,Solana,SOL,solana,1046,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,553591738.8901277,613683960.8099823,True,,6,525236893.3,85587479488.81706,,2025-11-09T16:57:00.000Z,162.9502431770953,3885861397.8769975,-24.1712,0.09790998,4.16858095,-11.48496798,-22.83938775,-27.17957408,-9.10809965,90207908472.97736,2.5814,99999950647.87,,2025-11-09T16:57:00.000Z,,,,,,2025-11-09 19:59:08.156552
6,3408,USDC,USDC,usd-coin,34284,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,75697550755.95766,75697550755.95766,False,,7,60901219650.23,60891338364.37972,,2025-11-09T16:57:00.000Z,0.9998377489661614,9558313079.986204,-36.09,0.00186488,-0.00021079,-0.02283098,0.01276324,0.01832339,0.00175427,75685268750.08846,2.1658,75685268750.09,,2025-11-09T16:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-11-09 19:59:08.156552
7,1958,TRON,TRX,tron,1259,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94668458630.60661,94668457501.60551,True,,8,94667886298.43,27601434453.8269,,2025-11-09T16:57:00.000Z,0.2915606921529487,434795644.06646717,-40.4599,-0.0651536,0.26447617,-1.49404157,-11.99133496,-13.98636637,-15.41190243,27601601323.392456,0.7898,27601600994.22,,2025-11-09T16:57:00.000Z,,,,,,2025-11-09 19:59:08.156552
8,74,Dogecoin,DOGE,dogecoin,1345,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151703596383.7052,151703596383.7052,True,,9,,,,2025-11-09T16:57:00.000Z,0.1788670541818417,1462965231.8536916,-50.1037,0.23023746,2.75303381,-2.61984431,-24.54972019,-27.5477686,-22.48275664,27134775393.944443,0.7765,27134775393.94,,2025-11-09T16:57:00.000Z,,,,,,2025-11-09 19:59:08.156552
9,2010,Cardano,ADA,cardano,1623,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35866283823.40763,44994566647.19702,False,,10,37997904336.0,21955640604.494938,,2025-11-09T16:57:00.000Z,0.5778118816856358,637003967.1410125,-40.1687,0.26210625,3.67606003,-3.81885433,-26.15490413,-35.01312013,-27.3382085,20723964945.07424,0.593,26001534675.85,,2025-11-09T16:57:00.000Z,,,,,,2025-11-09 19:59:08.156552
10,32196,Hyperliquid,HYPE,hyperliquid,196,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,,11,333931719.0,13826383339.608389,,2025-11-09T16:57:00.000Z,41.404821863024004,310664504.56251425,-41.3495,0.74142028,3.51770194,-0.79778769,-3.12681267,-24.80671581,-6.97485276,13940391516.608225,0.3989,41385497321.75,,2025-11-09T16:57:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-11-09 19:59:08.156552
11,1975,Chainlink,LINK,chainlink,2144,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem']",1000000000.0,696849970.4525867,1000000000.0,False,,12,,,,2025-11-09T16:57:00.000Z,15.961094884617676,592845617.6879352,-39.9926,0.63351164,4.92755267,-7.36446651,-24.91258768,-32.34922147,-26.80233153,11122488498.73676,0.3183,15961094884.62,,2025-11-09T16:57:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-11-09 19:59:08.156552
12,1437,Zcash,ZEC,zcash,498,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,16297086.2905448,16297086.2905448,False,,13,,,,2025-11-09T16:57:00.000Z,633.0688555787106,2889392069.138147,-25.3044,-2.05260129,25.41088276,61.64918064,169.97072554,1215.70807114,1556.31097627,10317177767.22269,0.2952,13294445967.15,,2025-11-09T16:57:00.000Z,,,,,,2025-11-09 19:59:08.156552
13,1831,Bitcoin Cash,BCH,bitcoin-cash,1091,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19950703.125,19950703.125,False,,14,,,,2025-11-09T16:58:00.000Z,498.682176926339,283543017.93856186,-20.6751,-0.03622697,1.76641257,-6.49930652,-13.49573061,-14.37458411,-15.6021696,9949060065.586115,0.2843,10472325715.45,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 19:59:08.156552
14,512,Stellar,XLM,stellar,779,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,32099788074.00302,50001786883.671455,False,,15,31531408660.0,8917732353.274452,,2025-11-09T16:57:00.000Z,0.28282061386579527,182654211.41521782,-33.9501,0.51121838,0.85027713,-6.81076526,-23.2958116,-26.45876486,-36.17795358,9078481768.051468,0.2598,14141541696.97,,2025-11-09T16:57:00.000Z,,,,,,2025-11-09 19:59:08.156552
0,1,Bitcoin,BTC,bitcoin,12470,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19946503.0,19946503.0,False,,1,,,,2025-11-09T16:58:00.000Z,103839.7947421396,52592812664.987816,-19.0216,0.12726485,2.05646331,-5.69898021,-12.25584057,-8.70137307,-13.48534298,2071240777343.4717,59.1818,2180635689584.93,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
1,1027,Ethereum,ETH,ethereum,11124,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120696609.84895349,120696609.84895349,True,,2,,,,2025-11-09T16:58:00.000Z,3528.60030936988,25722580077.556633,-19.1343,0.399379,4.96137773,-8.66677931,-14.17879415,-19.49569328,-18.33269477,425890094852.91296,12.169,425890094852.91,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
2,825,Tether USDt,USDT,tether,157463,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183470378260.13113,185913663196.61996,True,,3,,,,2025-11-09T16:58:00.000Z,0.9998484612674834,97488223632.82758,-25.2271,-0.00344347,0.01543647,-0.00905343,-0.03770459,-0.01783279,-0.00069679,183442575391.55524,5.2415,185885490075.74,,2025-11-09T16:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-11-09 20:00:09.793400
3,52,XRP,XRP,xrp,1754,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",100000000000.0,60107199237.0,99985774127.0,False,,4,,,,2025-11-09T16:59:00.000Z,2.3268633403833383,2790199970.4600744,-40.4379,0.40303965,2.90603033,-7.06316517,-14.87003168,-22.53090507,-27.1176069,139861238397.69266,3.9963,232686334038.33,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:00:09.793400
4,1839,BNB,BNB,bnb,2946,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'made-in-china']",137737327.3,137737327.3,137737327.3,False,,5,,,,2025-11-09T16:58:00.000Z,1001.2312303885651,2572715557.2812705,-24.5053,0.65496455,1.36203784,-7.20108213,-18.36884596,11.4215155,23.94765637,137906913683.0115,3.9404,137906913683.01,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
5,5426,Solana,SOL,solana,1046,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,553591738.8901277,613683960.8099823,True,,6,525236893.3,85576873716.79773,,2025-11-09T16:58:00.000Z,162.9300508178863,3885411052.7371073,-24.0643,0.32959757,4.13423892,-11.51533266,-22.85967119,-27.18636207,-9.11673549,90196730149.73055,2.5772,99987558920.89,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
6,3408,USDC,USDC,usd-coin,34284,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'xlayer-ecosystem']",,75697550755.95766,75697550755.95766,False,,7,60901219650.23,60897455928.736565,,2025-11-09T16:58:00.000Z,0.9999381995711243,9586744329.764362,-35.7734,0.00595804,0.00356814,-0.0086818,0.01783203,0.01328017,0.02126169,75692872614.8561,2.1628,75692872614.86,,2025-11-09T16:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-11-09 20:00:09.793400
7,1958,TRON,TRX,tron,1259,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94668458630.60661,94668457501.60551,True,,8,94667886298.43,27602029385.324776,,2025-11-09T16:58:00.000Z,0.2915669765596376,436013122.0708097,-40.2262,0.0363538,0.24732846,-1.49383528,-11.98521266,-13.98902047,-15.41478707,27602196258.4871,0.7887,27602195929.31,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
8,74,Dogecoin,DOGE,dogecoin,1345,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,151703596383.7052,151703596383.7052,True,,9,,,,2025-11-09T16:58:00.000Z,0.1786077159013803,1461694787.7099493,-49.9445,0.34889048,2.54972696,-2.76753586,-24.65500105,-27.67393457,-22.59521543,27095432844.118484,0.7742,27095432844.12,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
9,2010,Cardano,ADA,cardano,1623,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",45000000000.0,35866283823.40763,44994566647.19702,False,,10,37997904336.0,21927521322.392445,,2025-11-09T16:58:00.000Z,0.5770718597661676,637556146.0972627,-39.8261,0.4072435,3.52543733,-3.94124384,-26.25048703,-35.10668065,-27.43134797,20697423108.875053,0.5914,25968233689.48,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
10,32196,Hyperliquid,HYPE,hyperliquid,196,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,,11,333931719.0,13798670833.813189,,2025-11-09T16:58:00.000Z,41.321833323096776,310590292.6081902,-41.2751,0.98270809,3.20950988,-0.98730409,-3.32376941,-24.96815195,-7.15900149,13912450501.868336,0.3975,41302547514.4,,2025-11-09T16:58:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-11-09 20:00:09.793400
11,1975,Chainlink,LINK,chainlink,2144,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'metisdao-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'blast-ecosystem', 'move-vm', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'world-chain-mainnet-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem']",1000000000.0,696849970.4525867,1000000000.0,False,,12,,,,2025-11-09T16:58:00.000Z,15.951558435880104,592731941.5974858,-39.8807,0.82773939,4.81484927,-7.43422106,-24.93115026,-32.39973668,-26.85444019,11115843024.71576,0.3176,15951558435.88,,2025-11-09T16:58:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-11-09 20:00:09.793400
12,1437,Zcash,ZEC,zcash,498,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,16297086.2905448,16297086.2905448,False,,13,,,,2025-11-09T16:58:00.000Z,630.1034940857461,2888955811.9888115,-25.4687,-2.42352164,23.0408156,60.91081657,168.58333007,1209.37402262,1548.63842513,10268851015.08919,0.2934,13232173375.8,,2025-11-09T16:58:00.000Z,,,,,,2025-11-09 20:00:09.793400
13,1831,Bitcoin Cash,BCH,bitcoin-cash,1091,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19950703.125,19950703.125,False,,14,,,,2025-11-09T16:59:00.000Z,498.7328787891434,283458011.8134037,-20.6457,-0.01993938,1.75785706,-6.4911919,-13.46635728,-14.36756916,-15.57041747,9950071603.39881,0.2843,10473390454.57,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:00:09.793400
14,512,Stellar,XLM,stellar,779,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",50001806812.0,32099788074.00302,50001786883.671455,False,,15,31531408660.0,8904232911.159681,,2025-11-09T16:59:00.000Z,0.28239248703326664,182700302.26740924,-33.6697,0.52708501,0.671614,-6.95844328,-23.40984292,-26.58052312,-36.26740875,9064738987.458506,0.259,14120134581.8,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:00:09.793400
0,1,Bitcoin,BTC,bitcoin,12470,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19946503.0,19946503.0,False,,1,,,,2025-11-09T16:59:00.000Z,103818.51192802622,52589235016.34268,-18.9719,0.05783122,2.00563393,-5.72185117,-12.24648546,-8.73524947,-13.45269495,2070816259627.9106,59.1697,2180188750488.55,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
1,1027,Ethereum,ETH,ethereum,11124,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120696609.84895349,120696609.84895349,True,,2,,,,2025-11-09T16:59:00.000Z,3527.665744843727,25730303618.444687,-18.9207,0.33677974,4.87749651,-8.68840543,-14.18558212,-19.53413791,-18.25966578,425777296082.92126,12.1658,425777296082.92,,2025-11-09T16:59:00.000Z,,,,,,2025-11-09 20:01:11.055741
2,825,Tether USDt,USDT,tether,157463,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183470378260.13113,185913663196.61996,True,,3,,,,2025-11-09T16:59:00.000Z,0.9998922322344884,97465849511.2127,-25.1961,-0.01896309,0.02181614,-0.01103001,-0.05259298,-0.01116139,0.00613321,183450606067.42847,5.2418,185893627696.56,,2025-11-09T16:59:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-11-09 20:01:11.055741
